Id,TimeToEnd,DistanceToRadar,Composite,HybridScan,HydrometeorType,Kdp,RR1,RR2,RR3,RadarQualityIndex,Reflectivity,ReflectivityQC,RhoHV,Velocity,Zdr,LogWaterVolume,MassWeightedMean,MassWeightedSD,Expected
767,57.0 52.0 48.0 44.0 39.0 35.0 29.0 24.0 20.0 16.0 11.0 7.0 3.0,36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0565136 0.0602452 0.00489306 0.0824245 0.00593932 0.017309 0.0194729 0.046314 0.0139084 0.0128796 0.0310294 0.0133781 0.00464739,3.5 12.5 24.0 14.5 23.5 14.0 17.5 17.0 14.0 16.0 18.5 15.5 23.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.738333 0.908333 0.395 0.935 0.865 0.895 0.738333 0.818333 0.398333 0.561667 0.241667 0.478333 0.688333,3.5 4.0 3.5 13.5 -1.5 4.5 1.5 5.0 9.5 5.0 3.0 0.5 8.5,4.25 -2.9375 6.125 3.375 5.4375 -2.5625 2.5625 6.625 -3.0625 -6.875 6.9375 -3.5 6.8125,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,0.0
768,59.0 54.0 49.0 44.0 35.0 23.0 18.0 14.0 9.0 4.0,63.0 63.0 63.0 63.0 63.0 63.0 63.0 63.0 63.0 63.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,6.5 -7.5 8.0 -0.5 3.0 -2.5 -6.5 -2.5 -5.5 -5.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0,0.895 0.848333 0.488333 1.00833 0.728333 0.778333 1.02833 0.931667 0.758333 0.991667,-5.5 -3.0 9.5 -99900.0 3.0 -99900.0 5.0 5.0 3.5 -99900.0,-1.625 -3.6875 -0.5 1.75 -1.375 1.375 1.4375 0.625 -1.6875 0.1875,nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan,0.0
769,54.0 28.0,63.0 63.0,-99900.0 -99900.0,-99900.0 -99900.0,8.0 8.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,999.0 999.0,21.5 17.5,-99900.0 -99900.0,-99903.0 -99903.0,-99903.0 -99903.0,-99903.0 -99903.0,nan nan,nan nan,nan nan,22.4
770,47.0 32.0 27.0 23.0 18.0 24.0 55.0 45.0 39.0 34.0 28.0 22.0 16.0 11.0 5.0,33.0 33.0 33.0 33.0 33.0 43.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0,11.0 16.0 10.5 18.5 14.5 -99900.0 9.5 13.5 12.5 14.0 16.5 15.5 25.5 26.0 17.0,11.5 13.0 15.5 14.5 -99900.0 -99900.0 6.5 12.5 7.0 19.5 13.0 16.0 24.0 26.5 18.0,8.0 9.0 9.0 9.0 9.0 8.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.288905 0.419196 0.856684 1.30185 0.308622,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.288905 0.419196 0.856684 1.30185 0.308622,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -10.2939 11.463 16.9241 6.1756 7.47999,999.0 0.57389 0.0 0.348727 0.913566 999.0 0.986212 999.0 0.994728 0.996473 0.993563 0.996887 1.0 1.0 1.0,11.0 16.0 10.5 18.5 14.5 13.5 5.5 13.5 7.5 14.0 16.5 15.5 25.5 26.0 17.0,11.0 16.0 10.5 18.5 14.5 -99900.0 5.5 13.5 7.5 14.0 16.5 15.5 25.5 26.0 17.0,1.05167 1.05167 1.05167 1.045 1.05167 1.05167 0.998333 1.00167 1.01167 1.01167 0.995 1.00833 0.988333 0.985 0.975,-99900.0 -4.5 -99900.0 -9.5 -99900.0 -20.0 10.0 -12.5 -99901.0 -99901.0 -99901.0 -99901.0 -16.0 -14.5 -15.5,1.75 0.3125 -2.5 1.25 1.375 1.3125 -0.125 0.3125 0.3125 -0.1875 -0.125 0.0625 0.3125 0.125 0.1875,-14.6671592386 -12.6496482222 -12.218812248 -12.6722010329 -13.7465136623 nan nan -13.1460313173 nan -12.7254063617 -12.147096301 -12.6158372619 -10.4388150992 -10.1729819846 -12.3585124391,2.13075846282 1.68460924921 1.03573262412 2.01421661178 2.07872615708 nan nan 1.6545716356 nan 1.4933430123 1.52452468258 1.61602066162 1.68941102415 1.61113705582 1.66619104223,0.899911877983 0.638962485509 0.409663153667 0.797728521853 0.84645084564 nan nan 0.662504050779 nan 0.600944792361 0.589374834017 0.634044646129 0.653063847202 0.622698016736 0.650872184725,0.3
771,29.0,61.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,-6.5,-99900.0,0.941667,-99900.0,0.75,nan,nan,nan,0.0
772,58.0 55.0 51.0 48.0 44.0 40.0 33.0 59.0 51.0 47.0,45.0 45.0 45.0 45.0 45.0 45.0 45.0 93.0 93.0 93.0,18.0 19.5 20.0 17.0 14.5 11.0 -99900.0 -99900.0 -99900.0 -99900.0,15.5 23.0 19.0 19.0 14.5 18.0 -99900.0 -99900.0 -99900.0 -99900.0,9.0 9.0 9.0 9.0 9.0 9.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.747301 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.253331 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-0.000130146 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.953879 0.949237 0.839008 0.715101 0.238932 0.0 0.0759671 999.0 999.0 999.0,18.0 19.5 20.0 17.0 14.5 10.5 13.0 17.0 18.5 13.5,18.0 19.5 20.0 17.0 14.5 10.5 -99900.0 -99900.0 -99900.0 -99900.0,0.998333 1.01167 1.02833 1.05167 1.05167 1.05167 1.05167 -99903.0 -99903.0 -99903.0,0.0 1.0 0.5 2.0 1.5 3.5 3.0 -99903.0 -99903.0 -99903.0,-0.625 -0.4375 0.75 0.6875 0.875 -4.75 3.625 -99903.0 -99903.0 -99903.0,-11.4580887562 -11.2849856189 -12.0082504584 -12.652429504 -13.2886610158 nan nan nan nan nan,1.38718751157 1.44171556086 1.83893156745 1.8172581874 1.85266320264 nan nan nan nan nan,0.528377681934 0.565065155729 0.729534415861 0.709452712094 0.736195861056 nan nan nan nan nan,0.0
773,57.0 48.0 38.0 29.0 19.0 9.0,1.0 1.0 1.0 1.0 1.0 1.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,-12.0 -15.5 -5.5 3.5 -19.5 -7.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0,0.825 0.691667 0.611667 0.988333 0.378333 0.811667,-3.5 -1.5 -1.5 -1.5 -1.0 -2.0,1.25 -7.6875 1.125 2.375 -4.75 -2.4375,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
774,41.0 31.0 22.0 10.0,69.0 69.0 69.0 69.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0,6.5 7.5 8.5 0.5,-99900.0 -99900.0 -99900.0 -99900.0,0.735 0.458333 0.938333 0.508333,3.5 -2.5 -3.5 -2.5,-2.375 0.9375 -1.9375 2.75,nan nan nan nan,nan nan nan nan,nan nan nan nan,0.0
775,59.0 54.0 49.0 44.0 40.0 35.0 30.0 26.0 21.0 57.0 52.0 48.0 43.0 38.0 34.0 29.0 24.0,68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 32.0 32.0 32.0 32.0 32.0 32.0 32.0 32.0,35.5 23.5 28.0 20.5 28.0 30.0 30.5 21.5 12.0 26.0 23.5 25.0 24.0 25.0 23.5 17.5 17.0,31.0 28.5 26.0 24.5 23.5 32.0 24.0 21.5 10.0 22.0 26.5 26.5 21.0 24.0 18.0 6.5 -99900.0,9.0 5.0 4.0 9.0 9.0 9.0 10.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.14183 0.0 0.0 0.0 0.0 1.30231 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 1.47495 -99900.0 -99900.0 -99900.0 -99900.0 1.08297 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -9.09917 -99900.0 -99900.0 -99900.0 -99900.0 2.25942 -99900.0 -99900.0,1.0 0.529796 1.0 1.0 1.0 1.0 0.90799 0.628119 999.0 0.968292 1.0 1.0 1.0 1.0 0.979853 0.496887 0.356682,35.5 13.0 28.0 20.5 28.0 30.0 30.5 21.5 8.5 22.5 23.5 25.0 24.0 25.0 23.5 16.0 17.0,35.5 13.0 28.0 20.5 28.0 30.0 30.5 21.5 8.5 22.5 23.5 25.0 24.0 25.0 23.5 16.0 17.0,0.998333 0.888333 0.955 0.931667 0.981667 0.975 0.981667 0.971667 1.05167 0.991667 0.985 1.00167 0.998333 0.955 0.958333 1.03833 1.04167,-3.5 -2.5 -2.0 -3.0 -3.0 -3.0 -3.5 -5.0 -6.0 5.0 5.5 5.5 6.5 5.0 5.0 8.0 7.0,0.8125 -7.875 2.25 -0.25 3.1875 -0.875 1.5 1.625 0.75 -0.3125 2.0 0.375 0.875 -0.3125 0.5625 0.25 1.6875,-8.51659090044 nan -11.1935911625 -11.1613146291 -11.9311972441 -8.61468276895 -10.1397129784 -12.3085573697 nan -10.6589052438 -12.1473420214 -10.7345302109 -11.2420828063 -10.1453090866 -11.206069143 -12.5229051354 -13.3930815053,1.89840227137 nan 2.46781245663 1.49746101873 3.02190986276 1.37962609213 2.16839974775 2.22578288754 nan 1.49231757085 2.41914676969 1.81319331159 1.93618454734 1.49995648395 1.85106781699 1.63033678564 2.25003007376,0.71787899882 nan 0.97064570141 0.569795653286 1.19765354425 0.509212404913 0.830511688189 0.853369805713 nan 0.567785809453 0.930813023305 0.679055762808 0.756400970563 0.573215310221 0.707238865519 0.652048454618 0.893179991323,0.5
776,60.0 51.0 47.0 43.0 38.0 30.0 25.0 21.0 12.0,36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0 36.0,13.0 10.5 14.5 13.5 11.0 23.0 22.5 13.0 12.0,11.0 16.5 11.0 -99900.0 20.5 17.0 17.0 9.0 10.5,9.0 9.0 9.0 9.0 11.0 9.0 7.0 9.0 11.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.573171 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.616652 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -4.16426e-05 -99900.0 -99900.0 -99900.0,999.0 0.360866 0.955303 0.957799 0.119327 0.56574 0.211024 0.868039 0.61121,13.0 10.5 14.5 13.5 11.0 23.0 22.5 13.0 12.0,13.0 10.5 14.5 13.5 11.0 23.0 22.5 13.0 12.0,1.05167 0.941667 1.04167 0.965 1.05167 0.998333 0.998333 1.045 1.05167,-2.5 -99901.0 -99901.0 -99901.0 -99901.0 -5.5 -6.0 -99900.0 -99900.0,0.625 3.0625 -0.125 -0.9375 7.9375 -0.25 1.5625 -0.5625 4.1875,-13.4889794001 -15.8521727337 -12.6125693463 -12.3153587793 nan -10.5966478698 -12.0951570734 -12.6966583724 -16.1698121962,1.7727026149 2.86212018439 1.50279780784 1.30859202942 nan 1.50935331223 2.25153520371 1.40121205868 3.41933799041,0.702039197425 1.2116833156 0.610063647429 0.514757903313 nan 0.57547969813 0.864701854249 0.54948314056 1.51930461385,0.0
777,60.0 50.0 40.0 31.0 21.0 11.0 1.0,50.0 50.0 50.0 50.0 50.0 50.0 50.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,3.0 5.0 1.0 1.5 3.5 -2.0 -5.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.465 0.745 0.931667 0.795 0.965 0.915 0.898333,-0.5 -0.5 -2.0 -1.0 1.5 0.0 1.0,-2.4375 5.875 2.875 3.1875 2.5 4.3125 3.625,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,0.0
778,52.0 40.0 12.0 2.0,72.0 72.0 72.0 72.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 999.0 999.0,16.5 12.0 12.5 27.0,-99900.0 -99900.0 -99900.0 -99900.0,0.998333 0.935 0.541667 0.338333,-1.0 2.5 -0.5 3.5,4.4375 -1.9375 -3.0625 2.625,nan nan nan nan,nan nan nan nan,nan nan nan nan,0.0
779,50.0 39.0 34.0,48.0 48.0 48.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,999.0 999.0 999.0,3.5 0.5 0.5,-99900.0 -99900.0 -99900.0,1.05167 -99900.0 0.518333,-12.0 -17.5 -99900.0,7.9375 -99900.0 7.9375,nan nan nan,nan nan nan,nan nan nan,0.0
780,58.0 54.0 50.0 42.0 38.0 34.0 29.0 26.0 22.0 18.0 13.0 9.0 4.0 58.0 54.0 49.0 36.0 32.0 28.0 24.0 19.0 11.0 6.0 2.0,61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0,28.5 30.5 26.0 15.0 5.5 9.0 15.5 19.0 20.5 17.5 9.0 13.0 10.5 28.5 33.5 21.5 18.0 -99900.0 15.0 21.0 17.0 16.5 11.0 11.0,30.5 27.5 28.5 11.0 10.5 -99900.0 9.0 15.5 17.5 17.0 7.5 -99900.0 14.0 31.0 27.0 20.5 -99900.0 -99900.0 13.5 23.0 16.0 14.5 -99900.0 13.5,9.0 10.0 9.0 8.0 9.0 9.0 4.0 9.0 6.0 9.0 8.0 9.0 9.0 10.0 9.0 9.0 4.0 8.0 4.0 4.0 4.0 4.0 11.0 9.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 2.09431 1.11825 0.0 0.0 0.0 0.189949 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.45523 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.213642 -99900.0 2.51942 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 12.5352 -3.35965 -99900.0 -99900.0 -99900.0 -3.7909 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -1.69008 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.0 1.0 1.0 0.875844 0.478803 0.965973 0.865877 0.996941 0.804411 0.909894 0.728334 0.937916 0.983423 0.514292 0.936167 0.360486 0.292502 0.797674 0.863432 0.233376 0.298666 0.170549 0.283978 0.390134,26.0 30.5 24.0 8.0 11.5 9.0 15.5 12.0 9.0 17.5 9.0 13.0 7.0 28.5 33.5 21.5 18.0 10.5 15.0 21.0 14.5 16.5 11.0 11.0,26.0 30.5 24.0 8.0 -99900.0 9.0 15.5 12.0 9.0 17.5 9.0 13.0 7.0 28.5 33.5 21.5 18.0 -99900.0 15.0 21.0 14.5 16.5 11.0 11.0,0.975 0.981667 0.995 1.05167 1.05167 1.05167 1.00167 0.905 0.905 0.998333 1.05167 0.948333 1.05167 0.805 0.991667 0.978333 1.00833 1.05167 0.921667 0.978333 1.045 0.998333 1.05167 0.958333,-2.5 -1.0 0.0 2.5 -99901.0 -0.5 -99901.0 -99901.0 -99901.0 -2.0 3.0 3.0 7.0 -9.0 -8.5 -9.0 -10.0 -99900.0 -10.0 -11.5 -10.5 -10.0 -11.0 -13.0,1.4375 1.5 -0.4375 0.6875 3.625 0.5 -0.0625 0.25 -4.5 -0.4375 1.6875 1.1875 -1.5 1.625 1.8125 1.1875 1.5 -0.125 0.75 1.125 -1.3125 3.0625 -0.25 1.875,-11.1448701515 -10.1397129784 -10.3067565094 nan nan nan -12.4648145885 -13.3639983968 nan -11.7695603025 nan -13.9152593733 nan -10.7636262624 -9.67788508403 -12.0090268133 -12.9753286337 nan -13.1414379557 -12.0734156476 -11.7776531242 -14.5166805048 -13.2686827336 -14.872441517,2.14158554863 2.16839974775 1.49752439146 nan nan nan 1.55107317096 1.59125426014 nan 1.46512395967 nan 2.00482999753 nan 2.27896229871 2.32639454379 2.03337723908 2.12981851566 nan 1.81800291126 2.01001642745 1.2142680554 2.95988166436 1.47197096805 2.29635107575,0.837916420838 0.830511688189 0.572427802606 nan nan nan 0.608316969931 0.64217611607 nan 0.559397392507 nan 0.804816732482 nan 0.862424432716 0.890853844072 0.777327077396 0.837598449182 nan 0.721000854559 0.787559761563 0.464845017917 1.17255054095 0.586026737391 0.940905114969,0.0
781,54.0 48.0 31.0 25.0 19.0 59.0 54.0 48.0 30.0 25.0,59.0 59.0 59.0 59.0 59.0 75.0 75.0 75.0 75.0 75.0,16.5 6.5 10.0 17.5 22.0 23.5 16.0 17.0 11.0 16.0,-99900.0 13.5 10.5 7.5 9.0 17.0 0.5 20.5 5.0 1.5,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.247557 0.0 0.762533 0.194177 0.0 0.0 0.215478,-99900.0 -99900.0 -99900.0 0.247557 -99900.0 0.762533 0.194177 -99900.0 -99900.0 0.215478,-99900.0 -99900.0 -99900.0 3.17784 -99900.0 4.1172 2.35554e-05 -99900.0 -99900.0 8.84392e-05,0.3375 0.963094 0.337479 0.730928 0.747004 0.95108 0.835997 0.801988 0.942977 0.986672,16.5 6.5 10.0 17.5 22.0 23.5 16.0 11.0 10.0 15.0,16.5 6.5 10.0 17.5 22.0 23.5 16.0 11.0 10.0 15.0,1.005 1.05167 1.01833 1.00833 0.988333 0.998333 1.00167 1.005 0.988333 0.998333,6.5 8.5 -99901.0 5.5 6.0 -17.0 -17.0 -19.0 -19.5 -19.5,1.125 -1.5625 3.375 -0.125 0.125 0.4375 -0.1875 0.25 0.9375 0.3125,-13.1105944714 nan -16.1469808785 -11.955195405 -11.118554271 -10.9113895993 -12.2295116688 -13.656998672 -14.3558741005 -12.9115036356,1.98542034098 nan 3.05814361794 1.51912213942 1.64158180635 1.69455954188 1.49950606167 1.59837435621 1.86205455322 1.68433066622,0.79916122727 nan 1.28806658006 0.606675125337 0.614993525352 0.649981715775 0.587679815977 0.656732243101 0.745706699778 0.663013354679,0.3
782,7.0,42.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,17.5,-99900.0,-99903.0,-99903.0,-99903.0,nan,nan,nan,0.0
783,59.0 55.0 50.0 41.0 36.0 27.0,55.0 55.0 55.0 55.0 55.0 55.0,-99900.0 -99900.0 9.5 -99900.0 9.0 -99900.0,-99900.0 -99900.0 -99900.0 10.0 -99900.0 -99900.0,9.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.155967 0.242939 0.643822 999.0 999.0 999.0,10.0 11.0 9.5 9.5 9.0 13.5,-99900.0 -99900.0 9.5 -99900.0 9.0 -99900.0,1.05167 1.03833 1.01167 1.05167 1.05167 1.05167,14.0 14.0 7.5 -99900.0 -99900.0 -99900.0,1.4375 -0.875 0.25 2.8125 3.5 3.5625,nan nan -13.8753828919 nan nan nan,nan nan 1.61183918705 nan nan nan,nan nan 0.650123292174 nan nan nan,0.5
784,59.0 54.0 50.0,82.0 82.0 82.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,999.0 999.0 999.0,5.0 6.0 5.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,nan nan nan,nan nan nan,nan nan nan,0.0
785,55.0 45.0 16.0,54.0 54.0 54.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,0.27813 0.0167488 999.0,-0.5 -11.5 -11.0,-99900.0 -99900.0 -99900.0,0.538333 1.00833 1.05167,-2.0 -99900.0 -99900.0,0.5625 2.6875 7.9375,nan nan nan,nan nan nan,nan nan nan,0.0
786,60.0 49.0 32.0 20.0 14.0 3.0,8.0 8.0 8.0 8.0 8.0 8.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 0.0366093 0.0542256 0.0376625 0.0314802 0.0651837,9.5 2.5 0.5 4.5 7.0 5.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.00833 0.481667 0.991667 0.798333 0.755 0.988333,-99900.0 5.5 -99900.0 -99901.0 -1.5 -99901.0,7.75 3.6875 6.875 6.875 5.1875 3.3125,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
787,56.0 47.0 37.0 27.0 16.0 6.0,70.0 70.0 70.0 70.0 70.0 70.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,-2.0 -4.0 2.5 -2.0 -3.5 -6.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.588333 0.705 0.968333 0.915 0.915 0.901667,-7.5 -12.5 -11.5 -12.5 -12.5 -13.5,1.125 2.5625 2.3125 2.375 2.5 2.4375,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
